Frame,Angulo Codo,Angulo Rodilla,Angulo Tronco,Manos Sobre Frente
0.0,164.71148183697088,178.60415598675587,149.3096170771558,False
0.0,164.18834800945768,178.6384992658956,150.3508530156271,False
0.0,163.58634723228306,178.6956018410773,150.70828755677888,False
0.0,164.2531662012929,178.7880953560121,150.8623562724754,False
0.0,161.55403321110188,178.9613540028417,151.10108784965485,False
0.0,156.9288397713235,179.0644235418827,151.43240436937393,False
0.0,153.9956287296472,179.04913331151315,151.8209762514932,False
0.0,153.71161325710534,179.13461073638257,152.1570396735178,False
0.0,152.60780122973554,179.10808365380615,152.77888291241536,False
0.0,152.27973247390943,179.15011175620145,153.23550736404349,False
0.0,151.53056163337584,179.1143449743271,153.29039824398063,False
0.0,150.4755744002678,179.16449536514398,152.92908120480368,False
0.0,148.77588702246035,179.17371057413368,152.9280825420855,False
0.0,146.27062883134784,179.74908302931723,153.9146113633859,False
0.0,146.13184506869263,179.8174211499928,154.54419706340073,False
0.0,143.39104073180326,179.96045901542777,155.66512675265164,False
0.0,139.81918354106432,179.27870775354913,150.93678329721322,False
0.0,133.84061214274192,179.4002791393239,139.93717354385547,False
0.0,128.59749211317165,179.08685355524827,148.0666743868854,False
0.0,120.04730659766133,178.30481518245787,141.00566948605325,False
0.0,109.86025490001639,178.1170341610291,139.3405925948631,False
0.0,90.36845257645786,176.20555114703134,138.709308831398,False
0.0,59.677531678908935,176.26843007275698,136.7388087222073,False
0.0,38.97057224991312,176.60043288246175,135.89546185967518,False
0.0,30.05907311481376,177.70909325379822,137.55855840834744,False
0.0,18.11407133363604,179.6205963402478,137.4780576815562,False
0.0,49.0832266470713,164.36997887157554,156.0650298921351,False
0.0,60.158827241651586,164.41730043680315,152.7535107798631,False
0.0,22.15941373440659,149.43937239498925,144.34541535893698,False
0.0,16.20286565644144,158.02675500790576,136.74969435587096,True
0.0,76.05433344363612,158.42722414170555,139.8644480644244,True
0.0,90.29798398132459,174.2622330451303,145.72898752837958,True
0.0,115.53067429634824,173.70015948193858,130.62204286075433,True
0.0,129.70706906245215,169.91935318323814,120.33941327448188,True
0.0,134.3816555654559,165.59901033483706,123.23062967267285,True
0.0,135.54472399166704,166.216155779295,123.61104445989498,True
0.0,131.85717383096426,154.25649392743293,123.14891194051174,True
0.0,130.6308922980812,152.89625626229738,132.6974748400173,True
0.0,132.39282113455562,164.47902522904698,128.2282339099019,True
0.0,133.12798419741264,177.77107068370583,111.60348895026097,True
0.0,133.14338799999157,178.65527197681809,104.84929831477285,True
0.0,132.39227456146455,179.24814482179565,101.99812133453158,True
0.0,131.42521717240288,176.13045002083578,96.69426787515658,True
0.0,130.2536484051266,173.07045836453275,111.89880505709836,True
0.0,128.6790590751592,168.5256809378576,139.9029054247255,True
0.0,138.68317395274423,173.32696521999998,146.32302514398893,True
0.0,156.8896993588626,175.59508305566183,150.66474069575082,True
0.0,162.83991789175965,176.63578412740054,149.76645732986907,True
0.0,163.0110469757442,176.11625493664073,149.95479463021658,True
0.0,165.3405348894842,175.51004383054257,149.32193059071292,True
0.0,166.27500620786088,174.45677293721045,149.72335093789061,True
0.0,164.96772328788168,174.01616288728653,149.38247729597364,True
0.0,163.27485465091706,173.13721030038784,150.32165400012212,True
0.0,162.04750797435827,172.69614613678132,149.8735201253804,True
0.0,160.86953006150216,172.7442752271476,151.5087908354884,True
0.0,156.7544667025792,172.81841316501405,152.61740133856907,True
0.0,145.8990223103727,173.10658749429868,152.14436785401332,True
0.0,134.79916082662143,173.40521378114337,150.35120613152455,True
0.0,118.04300269442177,173.60770696005946,148.43944688474204,True
0.0,83.51406215431044,173.72527232204226,147.78000588162672,True
0.0,54.60065442699576,173.75083762522772,147.4367788189551,False
0.0,35.03161930058032,173.71787366291676,146.7104671316123,False
0.0,27.388589916359702,173.71030727211706,146.59161488691183,False
0.0,16.325001732895945,173.60516090984683,146.5713336826177,False
